"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT06","WT11"
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-15",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-16",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-17",,,"0.10",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-18",,,"2.71",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-19",,,"0.27",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-20",,,"0.03",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-25","    5","1.00",,,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-26",,,"3.36",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-27",,,"0.09",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-28",,,"0.83",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-29",,,"0.02",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-09-30",,,"1.36",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-10-01",,,"2.12",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-10-02",,,"0.28",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-10-03",,,"0.11",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-10-04",,,"0.02",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-07","   34","0.00",,,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-08",,,"0.04",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-09",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-10",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-11",,,"0.09",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-12",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-13",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-14",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-15",,,"0.89",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-20",,,"0.02",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-28","    8","0.00",,,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-11-29",,,"0.23",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-09","   10","0.00",,,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-10",,,"0.12",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-11",,,"0.30",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-15","    4","0.00",,,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-16",,,"0.46",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-17",,,"0.08",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-18",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-19",,,"0.04",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2024-12-20",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2025-01-31",,,"0.15",,,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2025-02-01",,,"0.63","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2025-02-02",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2025-02-03",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2025-02-04",,,"0.00","0.0",,,,,,,,,,,
"US1VACRC002","CHARLOTTESVILLE 0.5 NNE, VA US","2025-02-05",,,"0.00","0.0",,,,,,,,,,,
